ts,ts_anterior,diferencia,mins,is_early_finish,TARGET
2019-03-07 15:48:35+00:00,2019-03-07 15:48:27+00:00,0 days 00:00:08,0 days 00:02:27.692000,0.0,True
2019-03-07 17:09:07+00:00,2019-03-07 15:48:35+00:00,0 days 01:20:32,0,0.0,True
2019-03-07 17:12:41+00:00,2019-03-07 17:09:07+00:00,0 days 00:03:34,0 days 00:03:34.720000,0.0,False
2019-03-07 17:16:48+00:00,2019-03-07 17:12:41+00:00,0 days 00:04:07,0 days 00:03:42.266000,0.0,False
2019-03-07 17:20:17+00:00,2019-03-07 17:16:48+00:00,0 days 00:03:29,0 days 00:03:28.093000,0.0,False
2019-03-07 18:07:40+00:00,2019-03-07 17:20:17+00:00,0 days 00:47:23,0 days 00:03:14.306000,,True
2019-03-07 18:13:46+00:00,2019-03-07 18:07:40+00:00,0 days 00:06:06,0 days 00:03:28.800000,0.0,True
2019-03-07 18:13:49+00:00,2019-03-07 18:13:46+00:00,0 days 00:00:03,0 days 00:02:15.973000,1.0,True
2019-03-07 18:13:51+00:00,2019-03-07 18:13:49+00:00,0 days 00:00:02,0 days 00:04:40.546000,1.0,True
2019-03-07 18:13:53+00:00,2019-03-07 18:13:51+00:00,0 days 00:00:02,0 days 00:03:35.493000,1.0,True
2019-03-07 18:13:54+00:00,2019-03-07 18:13:53+00:00,0 days 00:00:01,0 days 00:02:44.360000,1.0,True
2019-03-07 18:13:56+00:00,2019-03-07 18:13:54+00:00,0 days 00:00:02,0 days 00:03:34.760000,1.0,True
2019-03-07 18:18:33+00:00,2019-03-07 18:13:56+00:00,0 days 00:04:37,0 days 00:03:42.386000,0.0,True
2019-03-07 18:18:33+00:00,2019-03-07 18:18:33+00:00,0 days 00:00:00,0 days 00:03:26.453000,0.0,False
2019-03-07 18:18:34+00:00,2019-03-07 18:18:33+00:00,0 days 00:00:01,0 days 00:06:59.863000,1.0,True
2019-03-07 18:18:35+00:00,2019-03-07 18:18:34+00:00,0 days 00:00:01,0 days 00:02:13.960000,1.0,True
2019-03-07 18:24:53+00:00,2019-03-07 18:18:35+00:00,0 days 00:06:18,0 days 00:04:32.733000,0.0,True
2019-03-07 18:24:54+00:00,2019-03-07 18:24:53+00:00,0 days 00:00:01,0 days 00:04:53.213000,0.0,True
2019-03-07 18:24:55+00:00,2019-03-07 18:24:54+00:00,0 days 00:00:01,0 days 00:03:58.400000,0.0,True
2019-03-07 18:28:38+00:00,2019-03-07 18:24:55+00:00,0 days 00:03:43,0 days 00:04:05.333000,1.0,True
2019-03-07 18:28:40+00:00,2019-03-07 18:28:38+00:00,0 days 00:00:02,0 days 00:03:14.333000,1.0,True
2019-03-07 18:29:57+00:00,2019-03-07 18:28:40+00:00,0 days 00:01:17,0 days 00:03:11.226000,1.0,True
2019-03-07 22:31:59+00:00,2019-03-07 18:29:57+00:00,0 days 04:02:02,0 days 00:03:31.186000,,False
2019-03-08 19:11:26+00:00,2019-03-07 22:31:59+00:00,0 days 20:39:27,0 days 00:05:05.946000,0.0,False
2019-03-08 22:39:37+00:00,2019-03-08 19:11:26+00:00,0 days 03:28:11,0 days 00:05:05.946000,,True
2019-03-08 22:41:55+00:00,2019-03-08 22:39:37+00:00,0 days 00:02:18,0,0.0,True
2019-03-08 22:42:02+00:00,2019-03-08 22:41:55+00:00,0 days 00:00:07,0,0.0,True
2019-03-08 22:42:06+00:00,2019-03-08 22:42:02+00:00,0 days 00:00:04,0,0.0,True
2019-03-08 22:45:55+00:00,2019-03-08 22:42:06+00:00,0 days 00:03:49,0,0.0,True
2019-03-09 01:03:54+00:00,2019-03-08 22:45:55+00:00,0 days 02:17:59,0,0.0,True
2019-03-09 01:08:47+00:00,2019-03-09 01:03:54+00:00,0 days 00:04:53,0,0.0,True
2019-03-09 15:27:33+00:00,2019-03-09 01:08:47+00:00,0 days 14:18:46,0 days 00:02:40.866000,0.0,False
2019-03-09 15:31:37+00:00,2019-03-09 15:27:33+00:00,0 days 00:04:04,0 days 00:04:03.626000,0.0,False
2019-03-09 15:36:30+00:00,2019-03-09 15:31:37+00:00,0 days 00:04:53,0 days 00:04:52.173000,0.0,True
2019-03-09 15:40:26+00:00,2019-03-09 15:36:30+00:00,0 days 00:03:56,0 days 00:04:06.600000,1.0,True
2019-03-09 15:40:27+00:00,2019-03-09 15:40:26+00:00,0 days 00:00:01,0 days 00:04:59.533000,0.0,True
2019-03-09 15:40:29+00:00,2019-03-09 15:40:27+00:00,0 days 00:00:02,0 days 00:02:53.680000,0.0,True
2019-03-09 15:40:30+00:00,2019-03-09 15:40:29+00:00,0 days 00:00:01,0 days 00:04:06.040000,0.0,True
2019-03-09 15:40:37+00:00,2019-03-09 15:40:30+00:00,0 days 00:00:07,0 days 00:03:05.586000,0.0,True
2019-03-09 15:43:14+00:00,2019-03-09 15:40:37+00:00,0 days 00:02:37,0 days 00:02:35.973000,0.0,False
2019-03-09 15:44:09+00:00,2019-03-09 15:43:14+00:00,0 days 00:00:55,0 days 00:03:42.813000,1.0,True
2019-03-09 15:44:10+00:00,2019-03-09 15:44:09+00:00,0 days 00:00:01,0 days 00:03:11.500000,1.0,True
2019-03-09 15:44:10+00:00,2019-03-09 15:44:10+00:00,0 days 00:00:00,0 days 00:03:08.986000,1.0,True
2019-03-09 15:46:39+00:00,2019-03-09 15:44:10+00:00,0 days 00:02:29,0 days 00:05:54.520000,1.0,True
2019-03-09 15:46:40+00:00,2019-03-09 15:46:39+00:00,0 days 00:00:01,0 days 00:03:11.500000,0.0,True
2019-03-09 15:46:41+00:00,2019-03-09 15:46:40+00:00,0 days 00:00:01,0 days 00:03:08.986000,1.0,True
2019-03-09 15:51:08+00:00,2019-03-09 15:46:41+00:00,0 days 00:04:27,0 days 00:05:54.520000,1.0,True
2019-03-09 15:56:43+00:00,2019-03-09 15:51:08+00:00,0 days 00:05:35,0 days 00:05:33.893000,0.0,True
2019-03-09 15:56:45+00:00,2019-03-09 15:56:43+00:00,0 days 00:00:02,0 days 00:04:31.240000,1.0,True
2019-03-09 15:57:03+00:00,2019-03-09 15:56:45+00:00,0 days 00:00:18,0 days 00:03:34.653000,1.0,True
2019-03-09 16:00:22+00:00,2019-03-09 15:57:03+00:00,0 days 00:03:19,0 days 00:05:40.742000,1.0,True
2019-03-09 16:00:23+00:00,2019-03-09 16:00:22+00:00,0 days 00:00:01,0 days 00:02:29.466000,1.0,True
2019-03-09 16:00:24+00:00,2019-03-09 16:00:23+00:00,0 days 00:00:01,0 days 00:04:52.580000,1.0,True
2019-03-09 16:00:25+00:00,2019-03-09 16:00:24+00:00,0 days 00:00:01,0 days 00:03:36.466000,1.0,True
2019-03-09 16:00:27+00:00,2019-03-09 16:00:25+00:00,0 days 00:00:02,0 days 00:03:44.933000,1.0,True
2019-03-09 16:00:28+00:00,2019-03-09 16:00:27+00:00,0 days 00:00:01,0 days 00:02:11.573000,1.0,True
2019-03-09 16:01:19+00:00,2019-03-09 16:00:28+00:00,0 days 00:00:51,0 days 00:03:22.266000,1.0,True
2019-03-09 16:03:03+00:00,2019-03-09 16:01:19+00:00,0 days 00:01:44,0 days 00:04:18.773000,1.0,True
2019-03-09 16:03:04+00:00,2019-03-09 16:03:03+00:00,0 days 00:00:01,0 days 00:03:42.426000,1.0,True
2019-03-09 16:03:05+00:00,2019-03-09 16:03:04+00:00,0 days 00:00:01,0 days 00:03:13.373000,1.0,True
2019-03-09 16:03:06+00:00,2019-03-09 16:03:05+00:00,0 days 00:00:01,0 days 00:04:42.906000,1.0,True
2019-03-09 16:03:08+00:00,2019-03-09 16:03:06+00:00,0 days 00:00:02,0 days 00:04:49.560000,1.0,True
2019-03-09 16:05:47+00:00,2019-03-09 16:03:08+00:00,0 days 00:02:39,0 days 00:04:49.560000,1.0,True
2019-03-09 16:05:49+00:00,2019-03-09 16:05:47+00:00,0 days 00:00:02,0 days 00:04:34.746000,1.0,True
2019-03-09 16:06:35+00:00,2019-03-09 16:05:49+00:00,0 days 00:00:46,0 days 00:03:30.880000,1.0,True
2019-03-09 16:06:36+00:00,2019-03-09 16:06:35+00:00,0 days 00:00:01,0 days 00:04:01.599000,1.0,True
2019-03-09 16:07:23+00:00,2019-03-09 16:06:36+00:00,0 days 00:00:47,0 days 00:07:37.133000,1.0,True
2019-03-09 16:07:24+00:00,2019-03-09 16:07:23+00:00,0 days 00:00:01,0 days 00:03:00.880000,1.0,True
2019-03-09 16:07:25+00:00,2019-03-09 16:07:24+00:00,0 days 00:00:01,0 days 00:06:45.640000,1.0,True
2019-03-09 16:07:26+00:00,2019-03-09 16:07:25+00:00,0 days 00:00:01,0 days 00:03:19.906000,1.0,True
2019-03-09 16:07:26+00:00,2019-03-09 16:07:26+00:00,0 days 00:00:00,0 days 00:03:01.240000,1.0,True
2019-03-09 16:07:28+00:00,2019-03-09 16:07:26+00:00,0 days 00:00:02,0 days 00:05:01.920000,1.0,True
2019-03-09 16:07:29+00:00,2019-03-09 16:07:28+00:00,0 days 00:00:01,0 days 00:04:32.026000,1.0,True
2019-03-09 16:12:23+00:00,2019-03-09 16:07:29+00:00,0 days 00:04:54,0 days 00:04:32.026000,0.0,True
2019-03-09 16:12:24+00:00,2019-03-09 16:12:23+00:00,0 days 00:00:01,0 days 00:04:09.293000,1.0,True
2019-03-09 16:12:25+00:00,2019-03-09 16:12:24+00:00,0 days 00:00:01,0 days 00:03:17.800000,1.0,True
2019-03-09 16:13:53+00:00,2019-03-09 16:12:25+00:00,0 days 00:01:28,0 days 00:04:12.493000,1.0,True
2019-03-09 16:14:58+00:00,2019-03-09 16:13:53+00:00,0 days 00:01:05,0 days 00:03:32.600000,1.0,True
2019-03-09 16:14:59+00:00,2019-03-09 16:14:58+00:00,0 days 00:00:01,0 days 00:03:22.053000,1.0,True
2019-03-09 16:15:01+00:00,2019-03-09 16:14:59+00:00,0 days 00:00:02,0 days 00:04:47.400000,1.0,True
2019-03-09 16:15:02+00:00,2019-03-09 16:15:01+00:00,0 days 00:00:01,0 days 00:03:55,1.0,True
2019-03-09 16:15:05+00:00,2019-03-09 16:15:02+00:00,0 days 00:00:03,0 days 00:03:57.026000,1.0,True
2019-03-09 16:15:07+00:00,2019-03-09 16:15:05+00:00,0 days 00:00:02,0 days 00:05:31.266000,1.0,True
2019-03-09 16:15:08+00:00,2019-03-09 16:15:07+00:00,0 days 00:00:01,0 days 00:03:42.706000,1.0,True
2019-03-09 16:15:10+00:00,2019-03-09 16:15:08+00:00,0 days 00:00:02,0 days 00:03:03.893000,1.0,True
2019-03-09 16:15:11+00:00,2019-03-09 16:15:10+00:00,0 days 00:00:01,0 days 00:02:24.333000,1.0,True
2019-03-09 16:15:12+00:00,2019-03-09 16:15:11+00:00,0 days 00:00:01,0 days 00:04:08.720000,1.0,True
2019-03-09 16:15:13+00:00,2019-03-09 16:15:12+00:00,0 days 00:00:01,0 days 00:02:35.973000,1.0,True
2019-03-09 16:15:14+00:00,2019-03-09 16:15:13+00:00,0 days 00:00:01,0 days 00:03:42.813000,1.0,True
2019-03-09 16:15:24+00:00,2019-03-09 16:15:14+00:00,0 days 00:00:10,0 days 00:03:11.500000,1.0,True
2019-03-09 16:15:26+00:00,2019-03-09 16:15:24+00:00,0 days 00:00:02,0 days 00:05:04.840000,0.0,True
2019-03-09 16:15:27+00:00,2019-03-09 16:15:26+00:00,0 days 00:00:01,0 days 00:04:38.680000,0.0,True
2019-03-09 16:15:28+00:00,2019-03-09 16:15:27+00:00,0 days 00:00:01,0 days 00:02:26.480000,0.0,True
2019-03-09 16:15:29+00:00,2019-03-09 16:15:28+00:00,0 days 00:00:01,0 days 00:02:25.746000,0.0,True
2019-03-09 16:15:31+00:00,2019-03-09 16:15:29+00:00,0 days 00:00:02,0 days 00:03:00.640000,0.0,True
2019-03-09 16:15:33+00:00,2019-03-09 16:15:31+00:00,0 days 00:00:02,0 days 00:04:38.746000,0.0,True
2019-03-09 16:15:34+00:00,2019-03-09 16:15:33+00:00,0 days 00:00:01,0 days 00:03:38.106000,0.0,True
2019-03-09 16:15:35+00:00,2019-03-09 16:15:34+00:00,0 days 00:00:01,0 days 00:04:29.920000,0.0,True
2019-03-09 16:15:36+00:00,2019-03-09 16:15:35+00:00,0 days 00:00:01,0 days 00:02:57.266000,0.0,True
2019-03-09 16:15:37+00:00,2019-03-09 16:15:36+00:00,0 days 00:00:01,0 days 00:04:00,0.0,True
2019-03-09 16:15:38+00:00,2019-03-09 16:15:37+00:00,0 days 00:00:01,0 days 00:03:41.332000,0.0,True
2019-03-09 16:16:32+00:00,2019-03-09 16:15:38+00:00,0 days 00:00:54,0 days 00:03:40.400000,0.0,True
2019-03-09 16:16:33+00:00,2019-03-09 16:16:32+00:00,0 days 00:00:01,0 days 00:03:18.706000,1.0,True
2019-03-09 16:16:34+00:00,2019-03-09 16:16:33+00:00,0 days 00:00:01,0 days 00:04:08.440000,1.0,True
2019-03-09 16:16:36+00:00,2019-03-09 16:16:34+00:00,0 days 00:00:02,0 days 00:04:24.503000,1.0,True
2019-03-09 16:16:37+00:00,2019-03-09 16:16:36+00:00,0 days 00:00:01,0 days 00:04:46.219000,1.0,True
2019-03-09 16:16:40+00:00,2019-03-09 16:16:37+00:00,0 days 00:00:03,0 days 00:02:20.773000,1.0,True
2019-03-09 16:16:41+00:00,2019-03-09 16:16:40+00:00,0 days 00:00:01,0 days 00:02:25.866000,1.0,True
2019-03-09 16:16:42+00:00,2019-03-09 16:16:41+00:00,0 days 00:00:01,0 days 00:04:22.373000,1.0,True
2019-03-09 16:16:43+00:00,2019-03-09 16:16:42+00:00,0 days 00:00:01,0 days 00:06:45.640000,1.0,True
2019-03-09 16:16:44+00:00,2019-03-09 16:16:43+00:00,0 days 00:00:01,0 days 00:02:30.053000,1.0,True
2019-03-09 16:16:45+00:00,2019-03-09 16:16:44+00:00,0 days 00:00:01,0 days 00:07:09.973000,1.0,True
2019-03-09 16:16:46+00:00,2019-03-09 16:16:45+00:00,0 days 00:00:01,0 days 00:02:45.381000,1.0,True
2019-03-09 16:16:51+00:00,2019-03-09 16:16:46+00:00,0 days 00:00:05,0 days 00:04:36.880000,1.0,True
2019-03-09 16:16:52+00:00,2019-03-09 16:16:51+00:00,0 days 00:00:01,0 days 00:02:34.200000,1.0,True
2019-03-09 16:16:54+00:00,2019-03-09 16:16:52+00:00,0 days 00:00:02,0 days 00:04:15.573000,1.0,True
2019-03-09 16:19:39+00:00,2019-03-09 16:16:54+00:00,0 days 00:02:45,0 days 00:03:51.920000,1.0,True
2019-03-09 16:19:39+00:00,2019-03-09 16:19:39+00:00,0 days 00:00:00,0 days 00:03:58.746000,1.0,True
2019-03-09 16:19:40+00:00,2019-03-09 16:19:39+00:00,0 days 00:00:01,0 days 00:02:59.360000,1.0,True
2019-03-09 16:21:08+00:00,2019-03-09 16:19:40+00:00,0 days 00:01:28,0 days 00:03:58.746000,1.0,True
2019-03-09 16:21:09+00:00,2019-03-09 16:21:08+00:00,0 days 00:00:01,0 days 00:02:59.360000,1.0,True
2019-03-09 16:21:09+00:00,2019-03-09 16:21:09+00:00,0 days 00:00:00,0 days 00:08:14.533000,1.0,True
2019-03-09 16:21:10+00:00,2019-03-09 16:21:09+00:00,0 days 00:00:01,0 days 00:05:54.520000,1.0,True
2019-03-09 16:21:12+00:00,2019-03-09 16:21:10+00:00,0 days 00:00:02,0 days 00:04:58.333000,1.0,True
2019-03-09 16:21:13+00:00,2019-03-09 16:21:12+00:00,0 days 00:00:01,0 days 00:05:34.906000,1.0,True
2019-03-09 16:21:14+00:00,2019-03-09 16:21:13+00:00,0 days 00:00:01,0 days 00:03:51.360000,1.0,True
2019-03-09 16:21:15+00:00,2019-03-09 16:21:14+00:00,0 days 00:00:01,0 days 00:04:06.920000,1.0,True
2019-03-09 16:21:33+00:00,2019-03-09 16:21:15+00:00,0 days 00:00:18,0 days 00:04:06.920000,1.0,True
2019-03-09 16:22:59+00:00,2019-03-09 16:21:33+00:00,0 days 00:01:26,0 days 00:05:54.320000,1.0,True
2019-03-09 16:23:01+00:00,2019-03-09 16:22:59+00:00,0 days 00:00:02,0 days 00:03:54.600000,1.0,True
2019-03-09 16:23:03+00:00,2019-03-09 16:23:01+00:00,0 days 00:00:02,0 days 00:03:57.026000,1.0,True
2019-03-09 16:23:03+00:00,2019-03-09 16:23:03+00:00,0 days 00:00:00,0 days 00:04:34.133000,1.0,True
2019-03-09 16:23:05+00:00,2019-03-09 16:23:03+00:00,0 days 00:00:02,0 days 00:03:42.026000,1.0,True
2019-03-09 16:23:38+00:00,2019-03-09 16:23:05+00:00,0 days 00:00:33,0 days 00:04:37.840000,1.0,True
2019-03-09 16:23:38+00:00,2019-03-09 16:23:38+00:00,0 days 00:00:00,0 days 00:04:00.800000,1.0,True
2019-03-09 16:23:39+00:00,2019-03-09 16:23:38+00:00,0 days 00:00:01,0 days 00:03:53.160000,1.0,True
2019-03-09 16:23:41+00:00,2019-03-09 16:23:39+00:00,0 days 00:00:02,0 days 00:04:12.239000,1.0,True
2019-03-09 16:23:43+00:00,2019-03-09 16:23:41+00:00,0 days 00:00:02,0 days 00:05:21.093000,1.0,True
2019-03-09 16:23:44+00:00,2019-03-09 16:23:43+00:00,0 days 00:00:01,0 days 00:04:52.413000,1.0,True
2019-03-09 16:23:45+00:00,2019-03-09 16:23:44+00:00,0 days 00:00:01,0 days 00:04:02.106000,1.0,True
2019-03-09 16:24:16+00:00,2019-03-09 16:23:45+00:00,0 days 00:00:31,0 days 00:04:02.106000,1.0,True
2019-03-09 16:24:18+00:00,2019-03-09 16:24:16+00:00,0 days 00:00:02,0 days 00:04:45.133000,1.0,True
2019-03-09 16:24:19+00:00,2019-03-09 16:24:18+00:00,0 days 00:00:01,0 days 00:04:09.706000,1.0,True
2019-03-09 16:24:20+00:00,2019-03-09 16:24:19+00:00,0 days 00:00:01,0 days 00:02:29.466000,1.0,True
2019-03-09 16:24:22+00:00,2019-03-09 16:24:20+00:00,0 days 00:00:02,0 days 00:04:50.106000,1.0,True
2019-03-09 16:24:25+00:00,2019-03-09 16:24:22+00:00,0 days 00:00:03,0 days 00:04:39.440000,1.0,True
2019-03-09 16:24:25+00:00,2019-03-09 16:24:25+00:00,0 days 00:00:00,0 days 00:03:35.933000,1.0,True
2019-03-09 16:24:26+00:00,2019-03-09 16:24:25+00:00,0 days 00:00:01,0 days 00:03:50.480000,1.0,True
2019-03-09 16:24:28+00:00,2019-03-09 16:24:26+00:00,0 days 00:00:02,0 days 00:04:32.162000,1.0,True
2019-03-09 16:26:21+00:00,2019-03-09 16:24:28+00:00,0 days 00:01:53,0 days 00:04:10,1.0,True
2019-03-09 16:26:22+00:00,2019-03-09 16:26:21+00:00,0 days 00:00:01,0 days 00:04:32.162000,1.0,True
2019-03-09 16:26:24+00:00,2019-03-09 16:26:22+00:00,0 days 00:00:02,0 days 00:04:44.426000,1.0,True
2019-03-09 16:26:26+00:00,2019-03-09 16:26:24+00:00,0 days 00:00:02,0 days 00:04:43.800000,1.0,True
2019-03-09 16:26:27+00:00,2019-03-09 16:26:26+00:00,0 days 00:00:01,0 days 00:03:45.853000,1.0,True
2019-03-09 16:26:28+00:00,2019-03-09 16:26:27+00:00,0 days 00:00:01,0 days 00:04:32.026000,1.0,True
2019-03-09 16:26:29+00:00,2019-03-09 16:26:28+00:00,0 days 00:00:01,0 days 00:03:30.373000,1.0,True
2019-03-09 19:47:49+00:00,2019-03-09 16:26:29+00:00,0 days 03:21:20,0 days 00:02:41.560000,,False
2019-03-09 20:14:50+00:00,2019-03-09 19:47:49+00:00,0 days 00:27:01,0 days 00:03:17.933000,0.0,True
2019-03-09 20:21:07+00:00,2019-03-09 20:14:50+00:00,0 days 00:06:17,0 days 00:02:43.253000,0.0,False
2019-03-09 20:24:51+00:00,2019-03-09 20:21:07+00:00,0 days 00:03:44,0 days 00:03:43.503000,0.0,False
2019-03-09 20:28:43+00:00,2019-03-09 20:24:51+00:00,0 days 00:03:52,0 days 00:03:50.813000,0.0,False
2019-03-09 20:28:59+00:00,2019-03-09 20:28:43+00:00,0 days 00:00:16,0 days 00:03:50,1.0,True
2019-03-09 20:32:03+00:00,2019-03-09 20:28:59+00:00,0 days 00:03:04,0 days 00:03:05.351000,0.0,False
2019-03-09 21:34:12+00:00,2019-03-09 20:32:03+00:00,0 days 01:02:09,0 days 00:03:38.547000,0.0,True
2019-03-09 21:39:15+00:00,2019-03-09 21:34:12+00:00,0 days 00:05:03,0 days 00:05:05.946000,0.0,False
2019-03-09 21:43:42+00:00,2019-03-09 21:39:15+00:00,0 days 00:04:27,0 days 00:04:26.160000,0.0,False
2019-03-09 21:45:19+00:00,2019-03-09 21:43:42+00:00,0 days 00:01:37,0 days 00:03:46.880000,1.0,True
2019-03-09 21:47:23+00:00,2019-03-09 21:45:19+00:00,0 days 00:02:04,0 days 00:03:25.766000,0.0,True
2019-03-09 21:50:49+00:00,2019-03-09 21:47:23+00:00,0 days 00:03:26,0 days 00:03:25.766000,0.0,False
2019-03-09 22:34:33+00:00,2019-03-09 21:50:49+00:00,0 days 00:43:44,0 days 00:03:07.898000,,False
2019-03-09 22:37:01+00:00,2019-03-09 22:34:33+00:00,0 days 00:02:28,0 days 00:02:25.640000,0.0,False
2019-03-09 22:39:21+00:00,2019-03-09 22:37:01+00:00,0 days 00:02:20,0 days 00:02:20.573000,1.0,False
2019-03-09 22:41:42+00:00,2019-03-09 22:39:21+00:00,0 days 00:02:21,0 days 00:02:20.226000,0.0,False
2019-03-09 22:45:39+00:00,2019-03-09 22:41:42+00:00,0 days 00:03:57,0 days 00:03:56.933000,0.0,False
2019-03-09 22:49:45+00:00,2019-03-09 22:45:39+00:00,0 days 00:04:06,0 days 00:04:06.440000,1.0,False
2019-03-09 22:53:07+00:00,2019-03-09 22:49:45+00:00,0 days 00:03:22,0 days 00:03:20.575000,0.0,False
2019-03-10 16:34:53+00:00,2019-03-09 22:53:07+00:00,0 days 17:41:46,0 days 00:04:28.466000,0.0,False
2019-03-10 16:35:00+00:00,2019-03-10 16:34:53+00:00,0 days 00:00:07,0 days 00:04:11.466000,1.0,True
2019-03-10 16:35:49+00:00,2019-03-10 16:35:00+00:00,0 days 00:00:49,0 days 00:04:29.186000,0.0,True
2019-03-10 16:39:17+00:00,2019-03-10 16:35:49+00:00,0 days 00:03:28,0 days 00:04:29.186000,0.0,True
2019-03-10 17:18:03+00:00,2019-03-10 16:39:17+00:00,0 days 00:38:46,0 days 00:02:37.842000,0.0,True
2019-03-10 17:22:50+00:00,2019-03-10 17:18:03+00:00,0 days 00:04:47,0,0.0,True
2019-03-10 17:27:59+00:00,2019-03-10 17:22:50+00:00,0 days 00:05:09,0,0.0,True
2019-03-10 17:29:39+00:00,2019-03-10 17:27:59+00:00,0 days 00:01:40,0,0.0,True
2019-03-10 17:29:41+00:00,2019-03-10 17:29:39+00:00,0 days 00:00:02,0,0.0,True
2019-03-10 22:58:30+00:00,2019-03-10 17:29:41+00:00,0 days 05:28:49,0 days 00:05:20.626000,0.0,True
2019-03-11 00:57:05+00:00,2019-03-10 22:58:30+00:00,0 days 01:58:35,0,0.0,True
2019-03-11 00:59:58+00:00,2019-03-11 00:57:05+00:00,0 days 00:02:53,0,0.0,True
2019-03-11 01:00:42+00:00,2019-03-11 00:59:58+00:00,0 days 00:00:44,0 days 00:02:37.842000,0.0,True
2019-03-11 01:00:47+00:00,2019-03-11 01:00:42+00:00,0 days 00:00:05,0,0.0,True
2019-03-11 03:10:20+00:00,2019-03-11 01:00:47+00:00,0 days 02:09:33,0,0.0,False
2019-03-11 16:24:52+00:00,2019-03-11 03:10:20+00:00,0 days 13:14:32,0 days 00:02:40.866000,0.0,True
2019-03-11 16:27:32+00:00,2019-03-11 16:24:52+00:00,0 days 00:02:40,0 days 00:02:40.866000,0.0,False
2019-03-11 17:41:26+00:00,2019-03-11 16:27:32+00:00,0 days 01:13:54,0 days 00:04:03.626000,,True
2019-03-11 21:06:40+00:00,2019-03-11 17:41:26+00:00,0 days 03:25:14,0 days 00:04:32.733000,0.0,False
2019-03-11 21:08:52+00:00,2019-03-11 21:06:40+00:00,0 days 00:02:12,0 days 00:05:05.946000,0.0,False
2019-03-12 02:25:24+00:00,2019-03-11 21:08:52+00:00,0 days 05:16:32,0 days 00:05:05.946000,0.0,False
2019-03-13 01:42:53+00:00,2019-03-12 02:25:24+00:00,0 days 23:17:29,0 days 00:03:07.733000,0.0,True
2019-03-13 01:43:17+00:00,2019-03-13 01:42:53+00:00,0 days 00:00:24,0 days 00:03:51,0.0,True
2019-03-13 06:55:26+00:00,2019-03-13 01:43:17+00:00,0 days 05:12:09,0 days 00:07:51.546000,0.0,False
2019-03-13 22:39:13+00:00,2019-03-13 06:55:26+00:00,0 days 15:43:47,0 days 00:07:51.546000,0.0,False
2019-03-13 23:18:58+00:00,2019-03-13 22:39:13+00:00,0 days 00:39:45,0 days 00:04:29,0.0,True
2019-03-13 23:18:59+00:00,2019-03-13 23:18:58+00:00,0 days 00:00:01,0 days 00:03:17.120000,0.0,True
2019-03-13 23:19:33+00:00,2019-03-13 23:18:59+00:00,0 days 00:00:34,0 days 00:05:05.946000,0.0,True
2019-03-13 23:27:33+00:00,2019-03-13 23:19:33+00:00,0 days 00:08:00,0 days 00:05:05.946000,0.0,False
2019-03-13 23:32:00+00:00,2019-03-13 23:27:33+00:00,0 days 00:04:27,0 days 00:04:26.160000,0.0,False
2019-03-13 23:32:02+00:00,2019-03-13 23:32:00+00:00,0 days 00:00:02,0 days 00:03:46.880000,1.0,True
2019-03-13 23:35:38+00:00,2019-03-13 23:32:02+00:00,0 days 00:03:36,0 days 00:03:37.386000,0.0,False
2019-03-13 23:38:41+00:00,2019-03-13 23:35:38+00:00,0 days 00:03:03,0 days 00:03:03.160000,1.0,False
2019-03-13 23:42:16+00:00,2019-03-13 23:38:41+00:00,0 days 00:03:35,0 days 00:03:34.240000,0.0,False
2019-03-13 23:50:55+00:00,2019-03-13 23:42:16+00:00,0 days 00:08:39,0 days 00:03:02.360000,0.0,False
2019-03-13 23:54:31+00:00,2019-03-13 23:50:55+00:00,0 days 00:03:36,0 days 00:03:34.760000,0.0,False
2019-03-13 23:58:37+00:00,2019-03-13 23:54:31+00:00,0 days 00:04:06,0 days 00:04:06.306000,1.0,False
2019-03-14 00:03:13+00:00,2019-03-13 23:58:37+00:00,0 days 00:04:36,0 days 00:04:34.933000,0.0,False
2019-03-14 00:05:36+00:00,2019-03-14 00:03:13+00:00,0 days 00:02:23,0 days 00:02:23.066000,1.0,False
2019-03-14 00:10:40+00:00,2019-03-14 00:05:36+00:00,0 days 00:05:04,0 days 00:05:03.433000,0.0,False
2019-03-14 00:13:26+00:00,2019-03-14 00:10:40+00:00,0 days 00:02:46,0 days 00:03:15.173000,1.0,True
2019-03-14 00:17:27+00:00,2019-03-14 00:13:26+00:00,0 days 00:04:01,0 days 00:03:06.813000,0.0,False
2019-03-14 00:29:00+00:00,2019-03-14 00:17:27+00:00,0 days 00:11:33,0 days 00:03:57.626000,,True
2019-03-14 00:29:01+00:00,2019-03-14 00:29:00+00:00,0 days 00:00:01,0 days 00:04:36.186000,0.0,True
2019-03-14 00:34:06+00:00,2019-03-14 00:29:01+00:00,0 days 00:05:05,0 days 00:05:05.946000,0.0,False
2019-03-14 00:38:33+00:00,2019-03-14 00:34:06+00:00,0 days 00:04:27,0 days 00:04:26.160000,0.0,False
2019-03-14 00:39:26+00:00,2019-03-14 00:38:33+00:00,0 days 00:00:53,0 days 00:03:46.880000,1.0,True
2019-03-14 02:27:28+00:00,2019-03-14 00:39:26+00:00,0 days 01:48:02,0 days 00:04:29,0.0,False
2019-03-14 16:41:05+00:00,2019-03-14 02:27:28+00:00,0 days 14:13:37,0 days 00:04:26.160000,,False
